Name,DataType,Description,DataTypeID,Retentive,Force2,DisplayFormat,ArrayDimension1,ArrayDimension2,Publish,MarkAsUsed,MaxLength,InitialValue,DataSource,DataSourceClsid,IOAddress,IOAddressOffset,IOAddressAlias,Input_VTL,Output_VTL,extra_properties
BS_1P_TANK_TABLE[103],WORD,Ballast #1-P Tank Volume @ 103,,YES,,Decimal,0,0,False,NO,16,6964,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[104],WORD,Ballast #1-P Tank Volume @ 104,,YES,,Decimal,0,0,False,NO,16,7099,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[105],WORD,Ballast #1-P Tank Volume @ 105,,YES,,Decimal,0,0,False,NO,16,7233,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[106],WORD,Ballast #1-P Tank Volume @ 106,,YES,,Decimal,0,0,False,NO,16,7368,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[107],WORD,Ballast #1-P Tank Volume @ 107,,YES,,Decimal,0,0,False,NO,16,7504,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[108],WORD,Ballast #1-P Tank Volume @ 108,,YES,,Decimal,0,0,False,NO,16,7640,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[109],WORD,Ballast #1-P Tank Volume @ 109,,YES,,Decimal,0,0,False,NO,16,7776,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[110],WORD,Ballast #1-P Tank Volume @ 110,,YES,,Decimal,0,0,False,NO,16,7913,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[111],WORD,Ballast #1-P Tank Volume @ 111,,YES,,Decimal,0,0,False,NO,16,8050,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[112],WORD,Ballast #1-P Tank Volume @ 112,,YES,,Decimal,0,0,False,NO,16,8187,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[113],WORD,Ballast #1-P Tank Volume @ 113,,YES,,Decimal,0,0,False,NO,16,8325,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[114],WORD,Ballast #1-P Tank Volume @ 114,,YES,,Decimal,0,0,False,NO,16,8463,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[115],WORD,Ballast #1-P Tank Volume @ 115,,YES,,Decimal,0,0,False,NO,16,8602,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[116],WORD,Ballast #1-P Tank Volume @ 116,,YES,,Decimal,0,0,False,NO,16,8741,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[117],WORD,Ballast #1-P Tank Volume @ 117,,YES,,Decimal,0,0,False,NO,16,8880,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[118],WORD,Ballast #1-P Tank Volume @ 118,,YES,,Decimal,0,0,False,NO,16,9020,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[119],WORD,Ballast #1-P Tank Volume @ 119,,YES,,Decimal,0,0,False,NO,16,9160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[120],WORD,Ballast #1-P Tank Volume @ 120,,YES,,Decimal,0,0,False,NO,16,9301,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[121],WORD,Ballast #1-P Tank Volume @ 121,,YES,,Decimal,0,0,False,NO,16,9442,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[122],WORD,Ballast #1-P Tank Volume @ 122,,YES,,Decimal,0,0,False,NO,16,9584,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[123],WORD,Ballast #1-P Tank Volume @ 123,,YES,,Decimal,0,0,False,NO,16,9726,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[124],WORD,Ballast #1-P Tank Volume @ 124,,YES,,Decimal,0,0,False,NO,16,9868,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[125],WORD,Ballast #1-P Tank Volume @ 125,,YES,,Decimal,0,0,False,NO,16,10011,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[126],WORD,Ballast #1-P Tank Volume @ 126,,YES,,Decimal,0,0,False,NO,16,10154,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[127],WORD,Ballast #1-P Tank Volume @ 127,,YES,,Decimal,0,0,False,NO,16,10297,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[128],WORD,Ballast #1-P Tank Volume @ 128,,YES,,Decimal,0,0,False,NO,16,10441,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[129],WORD,Ballast #1-P Tank Volume @ 129,,YES,,Decimal,0,0,False,NO,16,10586,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[130],WORD,Ballast #1-P Tank Volume @ 130,,YES,,Decimal,0,0,False,NO,16,10730,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[131],WORD,Ballast #1-P Tank Volume @ 131,,YES,,Decimal,0,0,False,NO,16,10875,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[132],WORD,Ballast #1-P Tank Volume @ 132,,YES,,Decimal,0,0,False,NO,16,11021,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[133],WORD,Ballast #1-P Tank Volume @ 133,,YES,,Decimal,0,0,False,NO,16,11167,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[134],WORD,Ballast #1-P Tank Volume @ 134,,YES,,Decimal,0,0,False,NO,16,11313,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[135],WORD,Ballast #1-P Tank Volume @ 135,,YES,,Decimal,0,0,False,NO,16,11460,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[136],WORD,Ballast #1-P Tank Volume @ 136,,YES,,Decimal,0,0,False,NO,16,11607,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[137],WORD,Ballast #1-P Tank Volume @ 137,,YES,,Decimal,0,0,False,NO,16,11754,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[138],WORD,Ballast #1-P Tank Volume @ 138,,YES,,Decimal,0,0,False,NO,16,11902,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[139],WORD,Ballast #1-P Tank Volume @ 139,,YES,,Decimal,0,0,False,NO,16,12051,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[140],WORD,Ballast #1-P Tank Volume @ 140,,YES,,Decimal,0,0,False,NO,16,12200,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[141],WORD,Ballast #1-P Tank Volume @ 141,,YES,,Decimal,0,0,False,NO,16,12349,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[142],WORD,Ballast #1-P Tank Volume @ 142,,YES,,Decimal,0,0,False,NO,16,12498,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[143],WORD,Ballast #1-P Tank Volume @ 143,,YES,,Decimal,0,0,False,NO,16,12648,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[144],WORD,Ballast #1-P Tank Volume @ 144,,YES,,Decimal,0,0,False,NO,16,12798,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[145],WORD,Ballast #1-P Tank Volume @ 145,,YES,,Decimal,0,0,False,NO,16,12949,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[146],WORD,Ballast #1-P Tank Volume @ 146,,YES,,Decimal,0,0,False,NO,16,13101,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[147],WORD,Ballast #1-P Tank Volume @ 147,,YES,,Decimal,0,0,False,NO,16,13252,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[148],WORD,Ballast #1-P Tank Volume @ 148,,YES,,Decimal,0,0,False,NO,16,13404,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[149],WORD,Ballast #1-P Tank Volume @ 149,,YES,,Decimal,0,0,False,NO,16,13557,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[150],WORD,Ballast #1-P Tank Volume @ 150,,YES,,Decimal,0,0,False,NO,16,13709,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[151],WORD,Ballast #1-P Tank Volume @ 151,,YES,,Decimal,0,0,False,NO,16,13863,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[152],WORD,Ballast #1-P Tank Volume @ 152,,YES,,Decimal,0,0,False,NO,16,14016,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[153],WORD,Ballast #1-P Tank Volume @ 153,,YES,,Decimal,0,0,False,NO,16,14170,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[154],WORD,Ballast #1-P Tank Volume @ 154,,YES,,Decimal,0,0,False,NO,16,14325,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[155],WORD,Ballast #1-P Tank Volume @ 155,,YES,,Decimal,0,0,False,NO,16,14480,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[156],WORD,Ballast #1-P Tank Volume @ 156,,YES,,Decimal,0,0,False,NO,16,14636,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[157],WORD,Ballast #1-P Tank Volume @ 157,,YES,,Decimal,0,0,False,NO,16,14791,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[158],WORD,Ballast #1-P Tank Volume @ 158,,YES,,Decimal,0,0,False,NO,16,14948,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[159],WORD,Ballast #1-P Tank Volume @ 159,,YES,,Decimal,0,0,False,NO,16,15104,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[160],WORD,Ballast #1-P Tank Volume @ 160,,YES,,Decimal,0,0,False,NO,16,15261,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[161],WORD,Ballast #1-P Tank Volume @ 161,,YES,,Decimal,0,0,False,NO,16,15419,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[162],WORD,Ballast #1-P Tank Volume @ 162,,YES,,Decimal,0,0,False,NO,16,15576,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[163],WORD,Ballast #1-P Tank Volume @ 163,,YES,,Decimal,0,0,False,NO,16,15735,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[164],WORD,Ballast #1-P Tank Volume @ 164,,YES,,Decimal,0,0,False,NO,16,15893,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[165],WORD,Ballast #1-P Tank Volume @ 165,,YES,,Decimal,0,0,False,NO,16,16053,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[166],WORD,Ballast #1-P Tank Volume @ 166,,YES,,Decimal,0,0,False,NO,16,16212,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[167],WORD,Ballast #1-P Tank Volume @ 167,,YES,,Decimal,0,0,False,NO,16,16372,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[168],WORD,Ballast #1-P Tank Volume @ 168,,YES,,Decimal,0,0,False,NO,16,16532,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[169],WORD,Ballast #1-P Tank Volume @ 169,,YES,,Decimal,0,0,False,NO,16,16693,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[170],WORD,Ballast #1-P Tank Volume @ 170,,YES,,Decimal,0,0,False,NO,16,16854,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[171],WORD,Ballast #1-P Tank Volume @ 171,,YES,,Decimal,0,0,False,NO,16,17016,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[172],WORD,Ballast #1-P Tank Volume @ 172,,YES,,Decimal,0,0,False,NO,16,17178,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[173],WORD,Ballast #1-P Tank Volume @ 173,,YES,,Decimal,0,0,False,NO,16,17340,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[174],WORD,Ballast #1-P Tank Volume @ 174,,YES,,Decimal,0,0,False,NO,16,17503,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[175],WORD,Ballast #1-P Tank Volume @ 175,,YES,,Decimal,0,0,False,NO,16,17666,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[176],WORD,Ballast #1-P Tank Volume @ 176,,YES,,Decimal,0,0,False,NO,16,17830,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[177],WORD,Ballast #1-P Tank Volume @ 177,,YES,,Decimal,0,0,False,NO,16,17994,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[178],WORD,Ballast #1-P Tank Volume @ 178,,YES,,Decimal,0,0,False,NO,16,18159,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[179],WORD,Ballast #1-P Tank Volume @ 179,,YES,,Decimal,0,0,False,NO,16,18324,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[180],WORD,Ballast #1-P Tank Volume @ 180,,YES,,Decimal,0,0,False,NO,16,18489,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[181],WORD,Ballast #1-P Tank Volume @ 181,,YES,,Decimal,0,0,False,NO,16,18655,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[182],WORD,Ballast #1-P Tank Volume @ 182,,YES,,Decimal,0,0,False,NO,16,18821,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[183],WORD,Ballast #1-P Tank Volume @ 183,,YES,,Decimal,0,0,False,NO,16,18987,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[184],WORD,Ballast #1-P Tank Volume @ 184,,YES,,Decimal,0,0,False,NO,16,19154,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[185],WORD,Ballast #1-P Tank Volume @ 185,,YES,,Decimal,0,0,False,NO,16,19322,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[186],WORD,Ballast #1-P Tank Volume @ 186,,YES,,Decimal,0,0,False,NO,16,19490,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[187],WORD,Ballast #1-P Tank Volume @ 187,,YES,,Decimal,0,0,False,NO,16,19658,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[188],WORD,Ballast #1-P Tank Volume @ 188,,YES,,Decimal,0,0,False,NO,16,19827,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[189],WORD,Ballast #1-P Tank Volume @ 189,,YES,,Decimal,0,0,False,NO,16,19996,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[190],WORD,Ballast #1-P Tank Volume @ 190,,YES,,Decimal,0,0,False,NO,16,20165,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[191],WORD,Ballast #1-P Tank Volume @ 191,,YES,,Decimal,0,0,False,NO,16,20335,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[192],WORD,Ballast #1-P Tank Volume @ 192,,YES,,Decimal,0,0,False,NO,16,20506,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[193],WORD,Ballast #1-P Tank Volume @ 193,,YES,,Decimal,0,0,False,NO,16,20676,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[194],WORD,Ballast #1-P Tank Volume @ 194,,YES,,Decimal,0,0,False,NO,16,20848,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[195],WORD,Ballast #1-P Tank Volume @ 195,,YES,,Decimal,0,0,False,NO,16,21019,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[196],WORD,Ballast #1-P Tank Volume @ 196,,YES,,Decimal,0,0,False,NO,16,21191,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[197],WORD,Ballast #1-P Tank Volume @ 197,,YES,,Decimal,0,0,False,NO,16,21364,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[198],WORD,Ballast #1-P Tank Volume @ 198,,YES,,Decimal,0,0,False,NO,16,21537,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[199],WORD,Ballast #1-P Tank Volume @ 199,,YES,,Decimal,0,0,False,NO,16,21710,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[200],WORD,Ballast #1-P Tank Volume @ 200,,YES,,Decimal,0,0,False,NO,16,21884,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[201],WORD,Ballast #1-P Tank Volume @ 201,,YES,,Decimal,0,0,False,NO,16,22058,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[202],WORD,Ballast #1-P Tank Volume @ 202,,YES,,Decimal,0,0,False,NO,16,22232,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[203],WORD,Ballast #1-P Tank Volume @ 203,,YES,,Decimal,0,0,False,NO,16,22408,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[204],WORD,Ballast #1-P Tank Volume @ 204,,YES,,Decimal,0,0,False,NO,16,22583,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[205],WORD,Ballast #1-P Tank Volume @ 205,,YES,,Decimal,0,0,False,NO,16,22759,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[206],WORD,Ballast #1-P Tank Volume @ 206,,YES,,Decimal,0,0,False,NO,16,22935,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[207],WORD,Ballast #1-P Tank Volume @ 207,,YES,,Decimal,0,0,False,NO,16,23112,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[208],WORD,Ballast #1-P Tank Volume @ 208,,YES,,Decimal,0,0,False,NO,16,23289,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[209],WORD,Ballast #1-P Tank Volume @ 209,,YES,,Decimal,0,0,False,NO,16,23467,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[210],WORD,Ballast #1-P Tank Volume @ 210,,YES,,Decimal,0,0,False,NO,16,23645,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[211],WORD,Ballast #1-P Tank Volume @ 211,,YES,,Decimal,0,0,False,NO,16,23823,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[212],WORD,Ballast #1-P Tank Volume @ 212,,YES,,Decimal,0,0,False,NO,16,24002,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[213],WORD,Ballast #1-P Tank Volume @ 213,,YES,,Decimal,0,0,False,NO,16,24182,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[214],WORD,Ballast #1-P Tank Volume @ 214,,YES,,Decimal,0,0,False,NO,16,24361,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[215],WORD,Ballast #1-P Tank Volume @ 215,,YES,,Decimal,0,0,False,NO,16,24541,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[216],WORD,Ballast #1-P Tank Volume @ 216,,YES,,Decimal,0,0,False,NO,16,24722,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[217],WORD,Ballast #1-P Tank Volume @ 217,,YES,,Decimal,0,0,False,NO,16,24903,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[218],WORD,Ballast #1-P Tank Volume @ 218,,YES,,Decimal,0,0,False,NO,16,25084,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[219],WORD,Ballast #1-P Tank Volume @ 219,,YES,,Decimal,0,0,False,NO,16,25266,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[220],WORD,Ballast #1-P Tank Volume @ 220,,YES,,Decimal,0,0,False,NO,16,25449,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[221],WORD,Ballast #1-P Tank Volume @ 221,,YES,,Decimal,0,0,False,NO,16,25631,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[222],WORD,Ballast #1-P Tank Volume @ 222,,YES,,Decimal,0,0,False,NO,16,25814,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[223],WORD,Ballast #1-P Tank Volume @ 223,,YES,,Decimal,0,0,False,NO,16,25998,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[224],WORD,Ballast #1-P Tank Volume @ 224,,YES,,Decimal,0,0,False,NO,16,26182,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[225],WORD,Ballast #1-P Tank Volume @ 225,,YES,,Decimal,0,0,False,NO,16,26367,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
